category,distance,duration,nearby_places,title,url,p_rating,count,itemId
Heritage,42 Kms,1-2 Hours,None,Jaipur Museum,/india/jaipur/chance-involve,3.2,945,7432
Religious,43 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/southern-member,3.1,658,2305
Nature,45 Kms,Full Day,None,Shillong Lake,/india/shillong/music-energy-south,2.4,851,7164
Wildlife,37 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/fight-cell-memory,4.8,264,1000
Wildlife,28 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/provide-quite,1.8,270,2685
Adventure,48 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/leg-media-stay,1.7,576,1720
Nature,32 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/nearly-can-laugh,4.0,528,9240
Nature,18 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/cultural-capital,3.0,887,1847
Nature,17 Kms,2-3 Hours,None,Ooty Hill Station,/india/ooty/think-republican-in,2.2,430,9678
Beach,5 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/certainly-true,1.7,644,9625
Nature,47 Kms,Full Day,None,Munnar Lake,/india/munnar/experience,2.6,743,6109
Nature,26 Kms,1-2 Hours,None,Shillong Garden,/india/shillong/something-there,3.1,63,6186
Nature,21 Kms,Half Day,None,Ooty Lake,/india/ooty/early-special-way,2.8,989,8313
Heritage,28 Kms,2-3 Hours,None,Delhi Museum,/india/delhi/team-against,2.4,596,5570
Wildlife,46 Kms,Half Day,None,Ranthambore National Park,/india/ranthambore/real-push-worker,2.1,65,9938
Nature,46 Kms,Half Day,None,Ooty Hill Station,/india/ooty/force-they-ground,1.9,416,6816
Beach,26 Kms,Full Day,None,Goa Resort,/india/goa/movement-defense,2.8,448,8931
Adventure,10 Kms,Full Day,None,Ladakh Rafting Point,/india/ladakh/require-those,4.0,386,9693
Beach,50 Kms,Full Day,None,Goa Resort,/india/goa/politics-benefit,3.8,226,9168
Nature,19 Kms,Half Day,None,Shillong Garden,/india/shillong/field-wife-pm,2.0,544,9520
Religious,28 Kms,Full Day,None,Rishikesh Temple,/india/rishikesh/attack-visit,2.5,817,1681
Wildlife,9 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/establish-door,1.9,687,4941
Religious,38 Kms,Full Day,None,Madurai Ghat,/india/madurai/nor-determine,3.0,239,4122
Beach,26 Kms,Full Day,None,Goa Resort,/india/goa/social-arrive-if,3.2,911,5858
Wildlife,40 Kms,Half Day,None,Ranthambore Sanctuary,/india/ranthambore/face-tell-suddenly,2.2,687,3621
Beach,12 Kms,2-3 Hours,None,Mumbai Beach,/india/mumbai/summer-main-heavy,4.5,972,7940
Religious,28 Kms,1-2 Hours,None,Madurai Ghat,/india/madurai/production-group,1.8,63,1777
Beach,2 Kms,Full Day,None,Mumbai Resort,/india/mumbai/high-exactly-along,5.0,406,2478
Beach,33 Kms,Half Day,None,Kochi Resort,/india/kochi/south-movement-have,2.0,580,8718
Beach,6 Kms,2-3 Hours,None,Chennai Beach,/india/chennai/against-school-fly,4.2,69,4387
Adventure,40 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/fact-attorney,4.7,918,9648
Religious,34 Kms,Half Day,None,Rishikesh Ghat,/india/rishikesh/suggest-table-hotel,2.4,853,2653
Adventure,47 Kms,Half Day,None,Manali Trekking Trail,/india/manali/lot-television-make,2.9,247,685
Adventure,40 Kms,Full Day,None,Manali Rafting Point,/india/manali/child-civil-role,2.2,115,2929
Adventure,19 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/turn-arrive-teach,4.0,374,5718
Wildlife,40 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/north-carry,2.1,576,514
Adventure,50 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/wrong-score-ask-tv,1.7,103,3106
Religious,27 Kms,2-3 Hours,None,Rishikesh Church,/india/rishikesh/check-likely,2.3,733,926
Wildlife,5 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/amount-care,2.5,521,9264
Wildlife,48 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/to-course-family,3.8,190,1877
Religious,7 Kms,Full Day,None,Varanasi Ghat,/india/varanasi/couple-defense,1.2,182,2437
Religious,40 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/population-event,3.3,844,7190
Beach,4 Kms,2-3 Hours,None,Puri Resort,/india/puri/someone-determine,1.6,419,3701
Wildlife,4 Kms,Half Day,None,Sundarbans National Park,/india/sundarbans/radio-someone,3.9,212,6453
Heritage,44 Kms,1-2 Hours,None,Delhi Fort,/india/delhi/rock-new-big,4.6,552,9112
Adventure,43 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/director-degree-two,2.9,796,2955
Nature,41 Kms,Full Day,None,Leh Lake,/india/leh/say-break-event,2.5,961,9334
Beach,16 Kms,1-2 Hours,None,Goa Resort,/india/goa/national-soon,4.0,684,506
Heritage,31 Kms,1-2 Hours,None,Jaipur Palace,/india/jaipur/traditional-sell,1.3,380,3708
Wildlife,49 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/leg-though-good,4.3,561,7025
Heritage,30 Kms,2-3 Hours,None,Kolkata Palace,/india/kolkata/resource-consider,1.8,163,3150
Wildlife,6 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/also-play-decade,4.7,887,5083
Beach,50 Kms,Half Day,None,Puri Resort,/india/puri/likely-value,1.2,764,1108
Religious,27 Kms,Full Day,None,Amritsar Church,/india/amritsar/this-coach-peace,2.2,202,1733
Adventure,47 Kms,1-2 Hours,None,Rishikesh Rafting Point,/india/rishikesh/also-pattern-power,4.1,431,2395
Religious,36 Kms,2-3 Hours,None,Madurai Ghat,/india/madurai/debate-push-war,1.3,949,2332
Heritage,44 Kms,2-3 Hours,None,Hyderabad Palace,/india/hyderabad/summer-production,1.8,358,3269
Beach,3 Kms,1-2 Hours,None,Goa Resort,/india/goa/security,3.2,796,5096
Beach,39 Kms,2-3 Hours,None,Puri Resort,/india/puri/mrs-power-positive,1.6,956,1105
Beach,50 Kms,2-3 Hours,None,Puri Resort,/india/puri/attention-style,3.6,969,2014
Religious,1 Kms,Half Day,None,Amritsar Church,/india/amritsar/including-bring,2.8,664,3429
Adventure,8 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/material-way-reveal,1.4,488,8283
Beach,46 Kms,Full Day,None,Mumbai Beach,/india/mumbai/dog-some-least,2.7,845,6501
Adventure,25 Kms,Half Day,None,Ladakh Trekking Trail,/india/ladakh/law-whole-speech,2.5,628,2772
Beach,3 Kms,1-2 Hours,None,Chennai Beach,/india/chennai/after-heavy-agree,4.8,259,622
Nature,12 Kms,2-3 Hours,None,Shillong Garden,/india/shillong/baby-front-perhaps,1.9,753,9887
Religious,41 Kms,Half Day,None,Madurai Temple,/india/madurai/near-mouth-year,1.2,164,6313
Beach,3 Kms,Half Day,None,Goa Resort,/india/goa/so-yourself-hotel,2.1,898,4380
Wildlife,29 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/almost-maintain,2.5,509,3519
Nature,11 Kms,1-2 Hours,None,Ooty Hill Station,/india/ooty/guess-subject,1.5,380,5600
Beach,19 Kms,Full Day,None,Goa Resort,/india/goa/night-deep-service,1.2,100,2404
Beach,44 Kms,Full Day,None,Goa Beach,/india/goa/official-friend,1.1,250,5272
Heritage,34 Kms,2-3 Hours,None,Delhi Museum,/india/delhi/child-wonder-ahead,2.7,641,8528
Heritage,2 Kms,Full Day,None,Hyderabad Fort,/india/hyderabad/country-skin-few,2.9,557,7866
Heritage,39 Kms,1-2 Hours,None,Hyderabad Museum,/india/hyderabad/analysis-happy-big,4.0,714,9768
Heritage,14 Kms,1-2 Hours,None,Agra Museum,/india/agra/section-lot-so,2.2,829,8011
Religious,35 Kms,2-3 Hours,None,Rishikesh Temple,/india/rishikesh/study-father-appear,1.2,823,5906
Adventure,5 Kms,1-2 Hours,None,Ladakh Trekking Trail,/india/ladakh/support-consumer,3.6,378,7312
Beach,49 Kms,Half Day,None,Puri Beach,/india/puri/simple-whom-staff,4.9,231,1656
Nature,37 Kms,1-2 Hours,None,Leh Lake,/india/leh/training-some,1.9,164,7272
Nature,48 Kms,2-3 Hours,None,Munnar Hill Station,/india/munnar/reflect-table,3.1,763,6597
Wildlife,32 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/imagine-plan-know,3.6,607,6209
Heritage,17 Kms,1-2 Hours,None,Delhi Museum,/india/delhi/budget-understand,4.8,96,8451
Adventure,7 Kms,Full Day,None,Goa Rafting Point,/india/goa/past-tv-bed-down,4.5,423,9139
Religious,44 Kms,2-3 Hours,None,Amritsar Ghat,/india/amritsar/also-receive,1.4,689,1973
Adventure,28 Kms,Half Day,None,Goa Rafting Point,/india/goa/use-away-state,5.0,937,2400
Nature,36 Kms,2-3 Hours,None,Leh Lake,/india/leh/management-such,2.4,597,3842
Nature,28 Kms,Full Day,None,Munnar Hill Station,/india/munnar/deep-religious,4.1,113,471
Religious,46 Kms,Half Day,None,Amritsar Temple,/india/amritsar/religious-control,2.6,505,7674
Religious,21 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/in-i-nature-any,1.2,236,3662
Heritage,20 Kms,Full Day,None,Agra Fort,/india/agra/million-mother-tell,2.9,989,4413
Heritage,21 Kms,Half Day,None,Agra Museum,/india/agra/senior-remain-scene,4.6,533,9869
Nature,31 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/environment-nature,1.5,726,7532
Nature,50 Kms,1-2 Hours,None,Leh Garden,/india/leh/quickly-could,1.8,701,9421
Beach,41 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/door-day-want-area,1.3,974,218
Heritage,12 Kms,1-2 Hours,None,Hyderabad Palace,/india/hyderabad/thought-wide,3.7,236,3112
Beach,37 Kms,Half Day,None,Goa Beach,/india/goa/shake-suggest-by,2.6,763,2418
Nature,49 Kms,2-3 Hours,None,Munnar Hill Station,/india/munnar/read-total-or,4.6,887,2626
Religious,16 Kms,Full Day,None,Tirupati Temple,/india/tirupati/now-toward-it,4.6,613,7383
Religious,50 Kms,Full Day,None,Rishikesh Temple,/india/rishikesh/team-world-against,2.9,543,9753
Religious,31 Kms,Half Day,None,Varanasi Temple,/india/varanasi/front-management,3.8,312,2133
Heritage,16 Kms,Full Day,None,Agra Palace,/india/agra/successful-article,4.8,934,8941
Beach,28 Kms,Full Day,None,Goa Resort,/india/goa/year-person-well,4.6,181,2052
Wildlife,50 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/old-get-minute,3.6,556,4449
Beach,42 Kms,Full Day,None,Goa Beach,/india/goa/popular-water-wish,4.7,607,9071
Adventure,25 Kms,Full Day,None,Manali Rafting Point,/india/manali/specific-policy,3.7,321,3627
Heritage,15 Kms,2-3 Hours,None,Kolkata Museum,/india/kolkata/when-would-decide,1.4,681,6866
Nature,37 Kms,2-3 Hours,None,Leh Garden,/india/leh/wind-realize-miss,1.5,572,6177
Beach,18 Kms,Full Day,None,Kochi Beach,/india/kochi/writer-kind-first,3.7,567,8399
Nature,50 Kms,2-3 Hours,None,Leh Lake,/india/leh/before-term,1.2,699,6530
Nature,36 Kms,1-2 Hours,None,Ooty Garden,/india/ooty/father-run-catch,4.9,208,5870
Religious,40 Kms,1-2 Hours,None,Varanasi Temple,/india/varanasi/need-feeling-coach,3.7,504,1323
Wildlife,45 Kms,Half Day,None,Ranthambore Sanctuary,/india/ranthambore/such-quality-notice,2.2,517,6705
Beach,36 Kms,1-2 Hours,None,Mumbai Resort,/india/mumbai/rate-top-require,3.0,681,2068
Religious,38 Kms,Half Day,None,Varanasi Temple,/india/varanasi/water-matter-home,4.9,279,3429
Adventure,7 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/garden-few-could,1.6,656,256
Religious,24 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/no-time-loss,2.0,668,4694
Beach,24 Kms,Half Day,None,Puri Resort,/india/puri/leg-star-tax-off,3.7,117,4291
Beach,50 Kms,Full Day,None,Puri Resort,/india/puri/speak-ok-face-group,4.0,348,5015
Heritage,16 Kms,Full Day,None,Agra Museum,/india/agra/art-score-girl,2.4,314,4763
Beach,1 Kms,Full Day,None,Mumbai Resort,/india/mumbai/mission-sometimes,1.2,510,9469
Beach,7 Kms,Half Day,None,Goa Resort,/india/goa/several-raise-once,4.3,53,7206
Heritage,1 Kms,2-3 Hours,None,Kolkata Museum,/india/kolkata/tax-point-your-plan,4.3,648,8396
Beach,48 Kms,Full Day,None,Mumbai Resort,/india/mumbai/agree-decide-future,3.4,919,5259
Religious,16 Kms,2-3 Hours,None,Tirupati Ghat,/india/tirupati/action-can-enjoy,2.6,312,4853
Nature,38 Kms,1-2 Hours,None,Ooty Hill Station,/india/ooty/home-seven-against,1.1,880,6384
Wildlife,9 Kms,Half Day,None,Sundarbans Sanctuary,/india/sundarbans/property-maybe,4.6,945,3553
Religious,5 Kms,2-3 Hours,None,Tirupati Ghat,/india/tirupati/important-state,1.5,359,4658
Adventure,38 Kms,1-2 Hours,None,Manali Trekking Trail,/india/manali/black-citizen,1.3,722,5583
Wildlife,39 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/great-activity,4.0,180,1389
Wildlife,14 Kms,Full Day,None,Jim Corbett Sanctuary,/india/jim corbett/cause-by-two-fight,1.3,229,1218
Religious,17 Kms,Half Day,None,Varanasi Church,/india/varanasi/century-key,1.1,749,2586
Heritage,15 Kms,Full Day,None,Hyderabad Museum,/india/hyderabad/various-man-defense,3.3,541,3798
Beach,31 Kms,2-3 Hours,None,Goa Beach,/india/goa/event-here-wear,4.5,849,1295
Heritage,19 Kms,Half Day,None,Jaipur Palace,/india/jaipur/home-model-agent,2.2,77,2386
Heritage,5 Kms,Half Day,None,Delhi Fort,/india/delhi/blue-garden-talk,1.5,88,4550
Wildlife,31 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/hope-far-time,4.8,613,8539
Heritage,26 Kms,2-3 Hours,None,Kolkata Palace,/india/kolkata/eight-coach,4.1,483,3317
Religious,14 Kms,Half Day,None,Tirupati Temple,/india/tirupati/condition-newspaper,1.7,953,449
Wildlife,10 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/test-ask-democratic,3.2,944,2595
Nature,15 Kms,2-3 Hours,None,Ooty Garden,/india/ooty/effort-call-beat,4.6,666,2547
Adventure,13 Kms,1-2 Hours,None,Manali Rafting Point,/india/manali/explain-we-street,4.0,137,4960
Adventure,33 Kms,1-2 Hours,None,Goa Rafting Point,/india/goa/interview-bank-lay,4.7,171,9385
Heritage,22 Kms,1-2 Hours,None,Hyderabad Palace,/india/hyderabad/citizen-north-night,3.5,866,2125
Adventure,16 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/bring-us-modern,1.6,284,1677
Beach,25 Kms,Half Day,None,Kochi Beach,/india/kochi/near-capital-us,4.0,144,7291
Wildlife,42 Kms,Half Day,None,Ranthambore Sanctuary,/india/ranthambore/american-determine,1.2,87,1533
Religious,26 Kms,Half Day,None,Amritsar Temple,/india/amritsar/but-nearly-wife,2.8,280,7837
Nature,17 Kms,2-3 Hours,None,Leh Lake,/india/leh/example-road,1.7,373,9306
Nature,22 Kms,1-2 Hours,None,Shillong Lake,/india/shillong/or-care-someone,4.5,883,8609
Heritage,13 Kms,2-3 Hours,None,Agra Fort,/india/agra/anything-how,3.9,649,2473
Wildlife,7 Kms,1-2 Hours,None,Ranthambore Sanctuary,/india/ranthambore/ability-worry,2.9,801,3151
Beach,1 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/drive-gun-morning,2.6,864,1401
Adventure,50 Kms,Half Day,None,Manali Rafting Point,/india/manali/a-nice-answer,5.0,222,8132
Wildlife,25 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/north-certain,1.2,526,2858
Adventure,2 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/mrs-least-process,1.8,154,5812
Wildlife,8 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/including-operation,3.3,872,9227
Religious,5 Kms,2-3 Hours,None,Madurai Temple,/india/madurai/already-message,4.1,263,4600
Adventure,4 Kms,1-2 Hours,None,Goa Rafting Point,/india/goa/describe-business,4.6,374,1072
Nature,39 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/order-drug-card,1.8,779,6713
Wildlife,38 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/pattern-part,1.1,714,1856
Wildlife,22 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/case-leader-machine,2.6,831,3352
Beach,21 Kms,Full Day,None,Puri Beach,/india/puri/machine-process,2.3,112,5291
Heritage,2 Kms,Half Day,None,Hyderabad Palace,/india/hyderabad/finish-card-mr,3.7,423,1638
Beach,23 Kms,Half Day,None,Chennai Resort,/india/chennai/north-prepare,2.1,224,3982
Religious,33 Kms,2-3 Hours,None,Amritsar Ghat,/india/amritsar/candidate-somebody,4.3,336,5670
Beach,31 Kms,1-2 Hours,None,Chennai Beach,/india/chennai/message-interesting,2.4,947,8905
Nature,10 Kms,2-3 Hours,None,Leh Lake,/india/leh/appear-current,4.4,731,1691
Heritage,29 Kms,Half Day,None,Hyderabad Fort,/india/hyderabad/collection-trouble,3.5,961,9623
Adventure,42 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/notice-worry-result,3.6,979,740
Adventure,42 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/difficult-sometimes,3.9,225,2371
Nature,32 Kms,Full Day,None,Ooty Lake,/india/ooty/win-year-key-decide,3.1,272,8364
Wildlife,19 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/explain-explain,4.2,640,523
Religious,6 Kms,1-2 Hours,None,Varanasi Temple,/india/varanasi/owner-least,4.6,493,6642
Nature,49 Kms,1-2 Hours,None,Munnar Garden,/india/munnar/you-ever-someone,5.0,720,2456
Religious,37 Kms,Full Day,None,Amritsar Ghat,/india/amritsar/great-between-treat,1.8,248,6788
Adventure,50 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/recognize-staff,3.7,736,3822
Heritage,21 Kms,Half Day,None,Agra Museum,/india/agra/race-shake,2.9,425,9401
Adventure,1 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/pick-think-eight,4.5,815,817
Heritage,33 Kms,2-3 Hours,None,Jaipur Museum,/india/jaipur/bit-pull-rich,2.0,1000,6757
Heritage,32 Kms,Half Day,None,Hyderabad Palace,/india/hyderabad/evidence-pattern,1.4,428,4203
Beach,42 Kms,1-2 Hours,None,Kochi Resort,/india/kochi/include-nearly-way,3.1,488,7752
Wildlife,23 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/close-card-such,2.1,586,5687
Heritage,43 Kms,1-2 Hours,None,Hyderabad Fort,/india/hyderabad/everything-land-few,1.3,122,9170
Heritage,16 Kms,Full Day,None,Delhi Palace,/india/delhi/political-while,1.2,744,5546
Heritage,38 Kms,Half Day,None,Agra Fort,/india/agra/can-theory-store,2.7,466,3726
Religious,43 Kms,2-3 Hours,None,Varanasi Temple,/india/varanasi/step-since-many,3.3,883,9221
Religious,3 Kms,Half Day,None,Rishikesh Ghat,/india/rishikesh/per-community-trial,4.2,718,4122
Beach,6 Kms,Full Day,None,Goa Beach,/india/goa/experience-behind,1.9,508,7960
Nature,43 Kms,Full Day,None,Ooty Hill Station,/india/ooty/left-score-chance,1.7,888,3888
Adventure,26 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/form-present,4.6,451,5067
Nature,10 Kms,Half Day,None,Ooty Lake,/india/ooty/music-teacher-gas,3.6,988,6020
Adventure,42 Kms,Half Day,None,Manali Rafting Point,/india/manali/property-describe,3.1,499,7729
Religious,12 Kms,Half Day,None,Varanasi Temple,/india/varanasi/reason-dinner,3.0,273,4218
Religious,15 Kms,2-3 Hours,None,Madurai Church,/india/madurai/big-executive,1.3,371,3247
Wildlife,25 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/many-happy-animal,1.7,656,5823
Religious,9 Kms,1-2 Hours,None,Tirupati Ghat,/india/tirupati/key-total-a-push,1.8,493,6451
Religious,28 Kms,2-3 Hours,None,Varanasi Ghat,/india/varanasi/material-as,4.1,685,4263
Beach,25 Kms,Full Day,None,Mumbai Beach,/india/mumbai/go-hope,3.5,402,362
Wildlife,1 Kms,Half Day,None,Ranthambore Sanctuary,/india/ranthambore/student-discover,2.0,999,4943
Heritage,5 Kms,1-2 Hours,None,Jaipur Palace,/india/jaipur/see-nor-authority,3.5,274,5130
Religious,19 Kms,Half Day,None,Rishikesh Temple,/india/rishikesh/physical-rock,1.5,124,3543
Wildlife,1 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/up-grow-especially,2.8,505,9700
Religious,30 Kms,1-2 Hours,None,Varanasi Ghat,/india/varanasi/could-leg-upon,2.9,245,7734
Adventure,41 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/boy-mission,3.0,564,1442
Wildlife,43 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/road-recognize,2.2,541,8046
Heritage,20 Kms,Half Day,None,Hyderabad Fort,/india/hyderabad/start-great-from,3.2,587,5702
Wildlife,33 Kms,1-2 Hours,None,Kaziranga National Park,/india/kaziranga/hope-describe,2.6,592,5802
Nature,45 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/provide-hair-where,3.8,615,9778
Adventure,18 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/edge-various-member,1.2,212,5372
Wildlife,11 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/responsibility,2.8,282,765
Religious,31 Kms,1-2 Hours,None,Tirupati Temple,/india/tirupati/be-window-cold,2.9,823,1057
Religious,33 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/show-question,2.0,145,1973
Adventure,7 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/tough-manager-true,4.3,175,1716
Wildlife,45 Kms,2-3 Hours,None,Sundarbans Sanctuary,/india/sundarbans/yeah-customer-watch,2.4,664,1235
Religious,23 Kms,1-2 Hours,None,Amritsar Church,/india/amritsar/far-return-my,3.5,556,5320
Heritage,6 Kms,1-2 Hours,None,Jaipur Museum,/india/jaipur/manager-its-try,4.5,784,4552
Religious,6 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/put-sell-project,1.6,470,1913
Heritage,15 Kms,Full Day,None,Hyderabad Fort,/india/hyderabad/car-type-feeling,1.3,845,3459
Heritage,9 Kms,Half Day,None,Agra Museum,/india/agra/everything-tough,1.7,104,3745
Religious,15 Kms,Half Day,None,Tirupati Temple,/india/tirupati/deep-father-use,3.8,285,7385
Wildlife,22 Kms,1-2 Hours,None,Jim Corbett National Park,/india/jim corbett/skill-enter,1.3,266,68
Religious,5 Kms,Half Day,None,Varanasi Church,/india/varanasi/social-change-do,3.9,485,991
Wildlife,41 Kms,Full Day,None,Ranthambore Sanctuary,/india/ranthambore/state-these,3.0,532,8749
Nature,4 Kms,2-3 Hours,None,Shillong Lake,/india/shillong/color-follow,4.8,533,2054
Adventure,49 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/about-message-which,3.1,540,1351
Beach,35 Kms,2-3 Hours,None,Goa Beach,/india/goa/blue-information,2.2,669,3919
Adventure,11 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/up-fact-air,4.1,260,8264
Heritage,22 Kms,Full Day,None,Jaipur Palace,/india/jaipur/it-read-upon-ahead,2.8,127,2038
Wildlife,26 Kms,Full Day,None,Kaziranga Sanctuary,/india/kaziranga/full-whom-local,2.7,906,3962
Religious,31 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/teach-imagine-foot,4.0,490,7051
Nature,24 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/safe-without,1.1,644,4728
Wildlife,1 Kms,Half Day,None,Ranthambore National Park,/india/ranthambore/nor-pay-consider,1.8,314,9127
Wildlife,10 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/everything-about,3.1,117,4247
Beach,41 Kms,1-2 Hours,None,Chennai Beach,/india/chennai/product-subject,1.0,316,7974
Religious,24 Kms,1-2 Hours,None,Varanasi Temple,/india/varanasi/fund-note-develop,1.4,570,58
Religious,35 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/high-edge-seek-with,4.9,790,2238
Wildlife,4 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/not-around-hard,3.7,136,8407
Religious,36 Kms,Half Day,None,Amritsar Ghat,/india/amritsar/affect-role,2.9,86,9310
Adventure,15 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/watch-evening-adult,4.9,647,7552
Nature,23 Kms,1-2 Hours,None,Munnar Garden,/india/munnar/our-until-different,4.2,332,7264
Adventure,42 Kms,Full Day,None,Manali Trekking Trail,/india/manali/fish-student,4.7,491,4518
Beach,14 Kms,2-3 Hours,None,Mumbai Resort,/india/mumbai/consider-improve,1.9,944,6352
Nature,2 Kms,Full Day,None,Shillong Hill Station,/india/shillong/pay-whole-college,4.7,328,4978
Heritage,39 Kms,2-3 Hours,None,Hyderabad Palace,/india/hyderabad/fill-approach-team,2.0,315,4308
Religious,31 Kms,Half Day,None,Amritsar Ghat,/india/amritsar/true-experience,1.2,376,4939
Adventure,18 Kms,Half Day,None,Ladakh Rafting Point,/india/ladakh/expect-theory,1.1,129,71
Beach,40 Kms,1-2 Hours,None,Goa Beach,/india/goa/vote-international,4.2,499,4443
Religious,14 Kms,1-2 Hours,None,Varanasi Ghat,/india/varanasi/fine-result-gas-ok,4.4,317,8807
Beach,41 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/own-able-pm-what,4.5,198,1992
Adventure,47 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/anyone-road-address,2.3,934,4098
Nature,16 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/across-direction,2.3,255,2639
Wildlife,46 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/before-hear-out,1.1,394,709
Adventure,40 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/draw-realize-sell,4.1,173,8434
Heritage,31 Kms,2-3 Hours,None,Agra Fort,/india/agra/safe-relate-voice,2.8,65,5187
Wildlife,6 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/somebody-discuss,2.0,939,3975
Wildlife,31 Kms,2-3 Hours,None,Kaziranga National Park,/india/kaziranga/capital-else,3.8,474,1963
Wildlife,22 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/series-national,2.2,751,2142
Wildlife,20 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/return-set-site,4.5,935,9179
Nature,43 Kms,1-2 Hours,None,Ooty Lake,/india/ooty/everyone-nice,2.0,605,3437
Nature,40 Kms,Full Day,None,Ooty Garden,/india/ooty/question-five-me,1.6,805,9380
Beach,13 Kms,2-3 Hours,None,Kochi Beach,/india/kochi/message-because,1.2,696,9578
Beach,41 Kms,2-3 Hours,None,Chennai Beach,/india/chennai/experience-research,5.0,680,5230
Nature,19 Kms,Half Day,None,Leh Hill Station,/india/leh/after-yes-public,4.0,729,9313
Adventure,1 Kms,Half Day,None,Goa Rafting Point,/india/goa/fish-cold-feel-use,1.2,552,565
Beach,47 Kms,2-3 Hours,None,Goa Beach,/india/goa/already-within,2.7,437,3186
Beach,42 Kms,2-3 Hours,None,Mumbai Resort,/india/mumbai/her-age-trouble,4.7,445,622
Wildlife,4 Kms,1-2 Hours,None,Ranthambore Sanctuary,/india/ranthambore/sometimes-author,4.1,979,6554
